cycle: 0, a: 0.015625, b: 7, c: 0, result: None
cycle: 717, a: 0.05211722, b: 2, c: 79.52528089, result: 79.11170548
cycle: 718, a: 0.05228757, b: 2, c: 79.62951534, result: 79.21459931
cycle: 719, a: 0.05245900, b: 2, c: 79.73409050, result: 79.31782501
cycle: 720, a: 0.05263155, b: 2, c: 79.83900851, result: 79.42138487
cycle: 721, a: 0.05280524, b: 2, c: 79.94427162, result: 79.52528089
cycle: 722, a: 0.05298012, b: 2, c: 80.04988211, result: 79.62951534
cycle: 723, a: 0.05315613, b: 2, c: 80.15584236, result: 79.73409050
cycle: 724, a: 0.05333328, b: 2, c: 80.26215463, result: 79.83900851
cycle: 725, a: 0.05351167, b: 2, c: 80.36882120, result: 79.94427162
cycle: 726, a: 0.05369126, b: 2, c: 80.47584456, result: 80.04988211
cycle: 727, a: 0.05387204, b: 2, c: 80.58322709, result: 80.15584236
cycle: 728, a: 0.05405402, b: 2, c: 80.69097119, result: 80.26215463
cycle: 729, a: 0.05423724, b: 2, c: 80.79907923, result: 80.36882120
cycle: 730, a: 0.05442172, b: 2, c: 80.90755373, result: 80.47584456
cycle: 731, a: 0.05460745, b: 2, c: 81.01639717, result: 80.58322709
cycle: 732, a: 0.05479449, b: 2, c: 81.12561208, result: 80.69097119
cycle: 733, a: 0.05498278, b: 2, c: 81.23520106, result: 80.79907923
cycle: 734, a: 0.05517238, b: 2, c: 81.34516662, result: 80.90755373
cycle: 735, a: 0.05536329, b: 2, c: 81.45551139, result: 81.01639717
cycle: 736, a: 0.05555552, b: 2, c: 81.56623798, result: 81.12561208
cycle: 737, a: 0.05574911, b: 2, c: 81.67734903, result: 81.23520106
cycle: 738, a: 0.05594402, b: 2, c: 81.78884726, result: 81.34516662
cycle: 739, a: 0.05614030, b: 2, c: 81.90073531, result: 81.45551139
cycle: 740, a: 0.05633801, b: 2, c: 82.01301592, result: 81.56623798
cycle: 741, a: 0.05653709, b: 2, c: 82.12569195, result: 81.67734903
cycle: 742, a: 0.05673754, b: 2, c: 82.23876613, result: 81.78884726
cycle: 743, a: 0.05693948, b: 2, c: 82.35224121, result: 81.90073531
cycle: 744, a: 0.05714285, b: 2, c: 82.46612018, result: 82.01301592
cycle: 745, a: 0.05734765, b: 2, c: 82.58040589, result: 82.12569195
cycle: 746, a: 0.05755394, b: 2, c: 82.69510120, result: 82.23876613
cycle: 747, a: 0.05776172, b: 2, c: 82.81020909, result: 82.35224121
cycle: 748, a: 0.05797100, b: 2, c: 82.92573255, result: 82.46612018
cycle: 749, a: 0.05818176, b: 2, c: 83.04167455, result: 82.58040589
cycle: 750, a: 0.05839413, b: 2, c: 83.15803807, result: 82.69510120
cycle: 751, a: 0.05860805, b: 2, c: 83.27482634, result: 82.81020909
cycle: 752, a: 0.05882352, b: 2, c: 83.39204245, result: 82.92573255
cycle: 753, a: 0.05904054, b: 2, c: 83.50968950, result: 83.04167455
cycle: 754, a: 0.05925923, b: 2, c: 83.62777060, result: 83.15803807
cycle: 755, a: 0.05947953, b: 2, c: 83.74628907, result: 83.27482634
cycle: 756, a: 0.05970144, b: 2, c: 83.86524814, result: 83.39204245
cycle: 757, a: 0.05992507, b: 2, c: 83.98465102, result: 83.50968950
cycle: 758, a: 0.06015032, b: 2, c: 84.10450118, result: 83.62777060
cycle: 759, a: 0.06037729, b: 2, c: 84.22480183, result: 83.74628907
cycle: 760, a: 0.06060600, b: 2, c: 84.34555643, result: 83.86524814
cycle: 761, a: 0.06083649, b: 2, c: 84.46676844, result: 83.98465102
cycle: 762, a: 0.06106865, b: 2, c: 84.58844143, result: 84.10450118
cycle: 763, a: 0.06130266, b: 2, c: 84.71057873, result: 84.22480183
cycle: 764, a: 0.06153845, b: 2, c: 84.83318406, result: 84.34555643
cycle: 765, a: 0.06177604, b: 2, c: 84.95626097, result: 84.46676844
cycle: 766, a: 0.06201547, b: 2, c: 85.07981306, result: 84.58844143
cycle: 767, a: 0.06225675, b: 2, c: 85.20384401, result: 84.71057873
cycle: 768, a: 0.0625, b: 1, c: 85.32835751, result: 84.83318406
cycle: 769, a: 0.06274509, b: 1, c: 85.39085751, result: 84.95626097
cycle: 770, a: 0.06299209, b: 1, c: 85.45360261, result: 85.07981306
cycle: 771, a: 0.06324106, b: 1, c: 85.51659470, result: 85.20384401
cycle: 772, a: 0.06349205, b: 1, c: 85.57983577, result: 85.32835751
cycle: 773, a: 0.06374496, b: 1, c: 85.64332783, result: 85.39085751
cycle: 774, a: 0.06399995, b: 1, c: 85.70707279, result: 85.45360261
cycle: 775, a: 0.06425702, b: 1, c: 85.77107274, result: 85.51659470
cycle: 776, a: 0.06451612, b: 1, c: 85.83532977, result: 85.57983577
cycle: 777, a: 0.06477731, b: 1, c: 85.89984589, result: 85.64332783
cycle: 778, a: 0.06504064, b: 1, c: 85.96462321, result: 85.70707279
cycle: 779, a: 0.06530606, b: 1, c: 86.02966386, result: 85.77107274
cycle: 780, a: 0.06557375, b: 1, c: 86.09496992, result: 85.83532977
cycle: 781, a: 0.06584358, b: 1, c: 86.16054368, result: 85.89984589
cycle: 782, a: 0.06611567, b: 1, c: 86.22638726, result: 85.96462321
cycle: 783, a: 0.06639003, b: 1, c: 86.29250293, result: 86.02966386
cycle: 784, a: 0.06666666, b: 1, c: 86.35889297, result: 86.09496992
cycle: 785, a: 0.06694555, b: 1, c: 86.42555963, result: 86.16054368
cycle: 786, a: 0.06722688, b: 1, c: 86.49250519, result: 86.22638726
cycle: 787, a: 0.06751054, b: 1, c: 86.55973207, result: 86.29250293
cycle: 788, a: 0.06779658, b: 1, c: 86.62724262, result: 86.35889297
cycle: 789, a: 0.06808507, b: 1, c: 86.69503921, result: 86.42555963
cycle: 790, a: 0.06837606, b: 1, c: 86.76312428, result: 86.49250519
cycle: 791, a: 0.06866949, b: 1, c: 86.83150035, result: 86.55973207
cycle: 792, a: 0.06896549, b: 1, c: 86.90016984, result: 86.62724262
cycle: 793, a: 0.06926405, b: 1, c: 86.96913534, result: 86.69503921
cycle: 794, a: 0.06956517, b: 1, c: 87.03839939, result: 86.76312428
cycle: 795, a: 0.06986898, b: 1, c: 87.10796457, result: 86.83150035
cycle: 796, a: 0.07017540, b: 1, c: 87.17783355, result: 86.90016984
cycle: 797, a: 0.07048457, b: 1, c: 87.24800896, result: 86.96913534
cycle: 798, a: 0.07079643, b: 1, c: 87.31849354, result: 87.03839939
cycle: 799, a: 0.07111108, b: 1, c: 87.38928997, result: 87.10796457
cycle: 800, a: 0.07142853, b: 1, c: 87.46040105, result: 87.17783355
cycle: 801, a: 0.07174885, b: 1, c: 87.53182959, result: 87.24800896
cycle: 802, a: 0.07207202, b: 1, c: 87.60357844, result: 87.31849354
cycle: 803, a: 0.07239818, b: 1, c: 87.67565047, result: 87.38928997
cycle: 804, a: 0.07272726, b: 1, c: 87.74804866, result: 87.46040105
cycle: 805, a: 0.07305932, b: 1, c: 87.82077592, result: 87.53182959
cycle: 806, a: 0.07339447, b: 1, c: 87.89383524, result: 87.60357844
cycle: 807, a: 0.07373267, b: 1, c: 87.96722972, result: 87.67565047
cycle: 808, a: 0.07407402, b: 1, c: 88.04096239, result: 87.74804866
cycle: 809, a: 0.07441860, b: 1, c: 88.11503642, result: 87.82077592
cycle: 810, a: 0.07476633, b: 1, c: 88.18945503, result: 87.89383524
cycle: 811, a: 0.07511734, b: 1, c: 88.26422137, result: 87.96722972
cycle: 812, a: 0.07547163, b: 1, c: 88.33933871, result: 88.04096239
cycle: 813, a: 0.07582932, b: 1, c: 88.41481035, result: 88.11503642
cycle: 814, a: 0.07619047, b: 1, c: 88.49063968, result: 88.18945503
cycle: 815, a: 0.07655501, b: 1, c: 88.56683015, result: 88.26422137
cycle: 816, a: 0.07692307, b: 1, c: 88.64338517, result: 88.33933871
cycle: 817, a: 0.07729464, b: 1, c: 88.72030824, result: 88.41481035
cycle: 818, a: 0.07766985, b: 1, c: 88.79760289, result: 88.49063968
cycle: 819, a: 0.07804876, b: 1, c: 88.87527275, result: 88.56683015
cycle: 820, a: 0.07843136, b: 1, c: 88.95332151, result: 88.64338517
cycle: 821, a: 0.07881772, b: 1, c: 89.03175288, result: 88.72030824
cycle: 822, a: 0.07920789, b: 1, c: 89.11057060, result: 88.79760289
cycle: 823, a: 0.07960194, b: 1, c: 89.18977850, result: 88.87527275
cycle: 824, a: 0.07999998, b: 1, c: 89.26938045, result: 88.95332151
cycle: 825, a: 0.08040195, b: 1, c: 89.34938043, result: 89.03175288
cycle: 826, a: 0.08080804, b: 1, c: 89.42978239, result: 89.11057060
cycle: 827, a: 0.08121824, b: 1, c: 89.51059043, result: 89.18977850
cycle: 828, a: 0.08163261, b: 1, c: 89.59180867, result: 89.26938045
cycle: 829, a: 0.08205127, b: 1, c: 89.67344129, result: 89.34938043
cycle: 830, a: 0.08247417, b: 1, c: 89.75549256, result: 89.42978239
cycle: 831, a: 0.08290153, b: 1, c: 89.83796674, result: 89.51059043
cycle: 832, a: 0.08333331, b: 1, c: 89.92086827, result: 89.59180867
cycle: 833, a: 0.08376961, b: 1, c: 90.00420159, result: 89.67344129
cycle: 834, a: 0.08421051, b: 1, c: 90.08797121, result: 89.75549256
cycle: 835, a: 0.08465605, b: 1, c: 90.17218172, result: 89.83796674
cycle: 836, a: 0.08510637, b: 1, c: 90.25683778, result: 89.92086827
cycle: 837, a: 0.08556145, b: 1, c: 90.34194415, result: 90.00420159
cycle: 838, a: 0.08602148, b: 1, c: 90.42750561, result: 90.08797121
cycle: 839, a: 0.08648645, b: 1, c: 90.51352709, result: 90.17218172
cycle: 840, a: 0.08695650, b: 1, c: 90.60001355, result: 90.25683778
cycle: 841, a: 0.08743166, b: 1, c: 90.68697005, result: 90.34194415
cycle: 842, a: 0.08791208, b: 1, c: 90.77440172, result: 90.42750561
cycle: 843, a: 0.08839774, b: 1, c: 90.86231380, result: 90.51352709
cycle: 844, a: 0.08888888, b: 1, c: 90.95071154, result: 90.60001355
cycle: 845, a: 0.08938544, b: 1, c: 91.03960043, result: 90.68697005
cycle: 846, a: 0.08988761, b: 1, c: 91.12898588, result: 90.77440172
cycle: 847, a: 0.09039545, b: 1, c: 91.21887350, result: 90.86231380
cycle: 848, a: 0.09090906, b: 1, c: 91.30926895, result: 90.95071154
cycle: 849, a: 0.09142851, b: 1, c: 91.40017801, result: 91.03960043
cycle: 850, a: 0.09195399, b: 1, c: 91.49160653, result: 91.12898588
cycle: 851, a: 0.09248554, b: 1, c: 91.58356052, result: 91.21887350
cycle: 852, a: 0.09302324, b: 1, c: 91.67604607, result: 91.30926895
cycle: 853, a: 0.09356719, b: 1, c: 91.76906931, result: 91.40017801
cycle: 854, a: 0.09411764, b: 1, c: 91.86263650, result: 91.49160653
cycle: 855, a: 0.09467452, b: 1, c: 91.95675414, result: 91.58356052
cycle: 856, a: 0.09523808, b: 1, c: 92.05142867, result: 91.67604607
cycle: 857, a: 0.09580832, b: 1, c: 92.14666676, result: 91.76906931
cycle: 858, a: 0.09638553, b: 1, c: 92.24247509, result: 91.86263650
cycle: 859, a: 0.09696966, b: 1, c: 92.33886063, result: 91.95675414
cycle: 860, a: 0.09756094, b: 1, c: 92.43583029, result: 92.05142867
cycle: 861, a: 0.09815949, b: 1, c: 92.53339123, result: 92.14666676
cycle: 862, a: 0.09876537, b: 1, c: 92.63155072, result: 92.24247509
cycle: 863, a: 0.09937882, b: 1, c: 92.73031610, result: 92.33886063
cycle: 864, a: 0.09999996, b: 1, c: 92.82969492, result: 92.43583029
cycle: 865, a: 0.10062891, b: 1, c: 92.92969489, result: 92.53339123
cycle: 866, a: 0.10126578, b: 1, c: 93.03032380, result: 92.63155072
cycle: 867, a: 0.10191076, b: 1, c: 93.13158959, result: 92.73031610
cycle: 868, a: 0.10256409, b: 1, c: 93.23350036, result: 92.82969492
cycle: 869, a: 0.10322576, b: 1, c: 93.33606445, result: 92.92969489
cycle: 870, a: 0.10389608, b: 1, c: 93.43929022, result: 93.03032380
cycle: 871, a: 0.10457515, b: 1, c: 93.54318630, result: 93.13158959
cycle: 872, a: 0.10526311, b: 1, c: 93.64776146, result: 93.23350036
cycle: 873, a: 0.10596024, b: 1, c: 93.75302457, result: 93.33606445
cycle: 874, a: 0.10666662, b: 1, c: 93.85898482, result: 93.43929022
cycle: 875, a: 0.10738253, b: 1, c: 93.96565145, result: 93.54318630
cycle: 876, a: 0.10810810, b: 1, c: 94.07303398, result: 93.64776146
cycle: 877, a: 0.10884350, b: 1, c: 94.18114209, result: 93.75302457
cycle: 878, a: 0.10958904, b: 1, c: 94.28998559, result: 93.85898482
cycle: 879, a: 0.11034482, b: 1, c: 94.39957463, result: 93.96565145
cycle: 880, a: 0.11111110, b: 1, c: 94.50991946, result: 94.07303398
cycle: 881, a: 0.11188811, b: 1, c: 94.62103056, result: 94.18114209
cycle: 882, a: 0.11267602, b: 1, c: 94.73291867, result: 94.28998559
cycle: 883, a: 0.11347514, b: 1, c: 94.84559470, result: 94.39957463
cycle: 884, a: 0.11428570, b: 1, c: 94.95906984, result: 94.50991946
cycle: 885, a: 0.11510789, b: 1, c: 95.07335555, result: 94.62103056
cycle: 886, a: 0.11594200, b: 1, c: 95.18846344, result: 94.73291867
cycle: 887, a: 0.11678826, b: 1, c: 95.30440545, result: 94.84559470
cycle: 888, a: 0.11764705, b: 1, c: 95.42119371, result: 94.95906984
cycle: 889, a: 0.11851847, b: 1, c: 95.53884077, result: 95.07335555
cycle: 890, a: 0.11940294, b: 1, c: 95.65735924, result: 95.18846344
cycle: 891, a: 0.12030071, b: 1, c: 95.77676218, result: 95.30440545
cycle: 892, a: 0.12121206, b: 1, c: 95.89706289, result: 95.42119371
cycle: 893, a: 0.12213736, b: 1, c: 96.01827496, result: 95.53884077
cycle: 894, a: 0.12307691, b: 1, c: 96.14041233, result: 95.65735924
cycle: 895, a: 0.12403100, b: 1, c: 96.26348924, result: 95.77676218
cycle: 896, a: 0.125, b: 0, c: 96.38752025, result: 95.89706289
cycle: 897, a: 0.12598425, b: 0, c: 96.38752025, result: 96.01827496
cycle: 898, a: 0.12698411, b: 0, c: 96.38752025, result: 96.14041233
cycle: 899, a: 0.12799996, b: 0, c: 96.38752025, result: 96.26348924
cycle: 900, a: 0.12903225, b: 0, c: 96.38752025, result: 96.38752025
cycle: 901, a: 0.13008129, b: 0, c: 96.38752025, result: 96.38752025
cycle: 902, a: 0.13114750, b: 0, c: 96.38752025, result: 96.38752025
cycle: 903, a: 0.13223135, b: 0, c: 96.38752025, result: 96.38752025
cycle: 904, a: 0.13333332, b: 0, c: 96.38752025, result: 96.38752025
cycle: 905, a: 0.13445377, b: 0, c: 96.38752025, result: 96.38752025
cycle: 906, a: 0.13559317, b: 0, c: 96.38752025, result: 96.38752025
cycle: 907, a: 0.13675212, b: 0, c: 96.38752025, result: 96.38752025
cycle: 908, a: 0.13793098, b: 0, c: 96.38752025, result: 96.38752025
cycle: 909, a: 0.13913041, b: 0, c: 96.38752025, result: 96.38752025
cycle: 910, a: 0.14035081, b: 0, c: 96.38752025, result: 96.38752025
cycle: 911, a: 0.14159291, b: 0, c: 96.38752025, result: 96.38752025
cycle: 912, a: 0.14285713, b: 0, c: 96.38752025, result: 96.38752025
cycle: 913, a: 0.14414411, b: 0, c: 96.38752025, result: 96.38752025
cycle: 914, a: 0.14545452, b: 0, c: 96.38752025, result: 96.38752025
cycle: 915, a: 0.14678895, b: 0, c: 96.38752025, result: 96.38752025
cycle: 916, a: 0.14814811, b: 0, c: 96.38752025, result: 96.38752025
cycle: 917, a: 0.14953267, b: 0, c: 96.38752025, result: 96.38752025
cycle: 918, a: 0.15094333, b: 0, c: 96.38752025, result: 96.38752025
cycle: 919, a: 0.15238094, b: 0, c: 96.38752025, result: 96.38752025
cycle: 920, a: 0.15384614, b: 0, c: 96.38752025, result: 96.38752025
cycle: 921, a: 0.15533977, b: 0, c: 96.38752025, result: 96.38752025
cycle: 922, a: 0.15686273, b: 0, c: 96.38752025, result: 96.38752025
cycle: 923, a: 0.15841579, b: 0, c: 96.38752025, result: 96.38752025
cycle: 924, a: 0.15999996, b: 0, c: 96.38752025, result: 96.38752025
cycle: 925, a: 0.16161614, b: 0, c: 96.38752025, result: 96.38752025
cycle: 926, a: 0.16326528, b: 0, c: 96.38752025, result: 96.38752025
cycle: 927, a: 0.16494840, b: 0, c: 96.38752025, result: 96.38752025
cycle: 928, a: 0.16666662, b: 0, c: 96.38752025, result: 96.38752025
cycle: 929, a: 0.16842103, b: 0, c: 96.38752025, result: 96.38752025
cycle: 930, a: 0.17021274, b: 0, c: 96.38752025, result: 96.38752025
cycle: 931, a: 0.17204296, b: 0, c: 96.38752025, result: 96.38752025
cycle: 932, a: 0.17391300, b: 0, c: 96.38752025, result: 96.38752025
cycle: 933, a: 0.17582416, b: 0, c: 96.38752025, result: 96.38752025
cycle: 934, a: 0.17777776, b: 0, c: 96.38752025, result: 96.38752025
cycle: 935, a: 0.17977523, b: 0, c: 96.38752025, result: 96.38752025
cycle: 936, a: 0.18181812, b: 0, c: 96.38752025, result: 96.38752025
cycle: 937, a: 0.18390804, b: 0, c: 96.38752025, result: 96.38752025
cycle: 938, a: 0.18604648, b: 0, c: 96.38752025, result: 96.38752025
cycle: 939, a: 0.18823528, b: 0, c: 96.38752025, result: 96.38752025
cycle: 940, a: 0.19047617, b: 0, c: 96.38752025, result: 96.38752025
cycle: 941, a: 0.19277107, b: 0, c: 96.38752025, result: 96.38752025
cycle: 942, a: 0.19512194, b: 0, c: 96.38752025, result: 96.38752025
cycle: 943, a: 0.19753080, b: 0, c: 96.38752025, result: 96.38752025
cycle: 944, a: 0.19999998, b: 0, c: 96.38752025, result: 96.38752025
cycle: 945, a: 0.20253163, b: 0, c: 96.38752025, result: 96.38752025
cycle: 946, a: 0.20512819, b: 0, c: 96.38752025, result: 96.38752025
cycle: 947, a: 0.20779216, b: 0, c: 96.38752025, result: 96.38752025
cycle: 948, a: 0.21052628, b: 0, c: 96.38752025, result: 96.38752025
cycle: 949, a: 0.21333330, b: 0, c: 96.38752025, result: 96.38752025
cycle: 950, a: 0.21621620, b: 0, c: 96.38752025, result: 96.38752025
cycle: 951, a: 0.21917808, b: 0, c: 96.38752025, result: 96.38752025
cycle: 952, a: 0.22222220, b: 0, c: 96.38752025, result: 96.38752025
cycle: 953, a: 0.22535210, b: 0, c: 96.38752025, result: 96.38752025
cycle: 954, a: 0.22857141, b: 0, c: 96.38752025, result: 96.38752025
cycle: 955, a: 0.23188400, b: 0, c: 96.38752025, result: 96.38752025
cycle: 956, a: 0.23529410, b: 0, c: 96.38752025, result: 96.38752025
cycle: 957, a: 0.23880594, b: 0, c: 96.38752025, result: 96.38752025
cycle: 958, a: 0.24242419, b: 0, c: 96.38752025, result: 96.38752025
cycle: 959, a: 0.24615383, b: 0, c: 96.38752025, result: 96.38752025
cycle: 960, a: 0.25, b: 0, c: 96.38752025, result: 96.38752025
cycle: 961, a: 0.25396823, b: 0, c: 96.38752025, result: 96.38752025
cycle: 962, a: 0.25806450, b: 0, c: 96.38752025, result: 96.38752025
cycle: 963, a: 0.26229506, b: 0, c: 96.38752025, result: 96.38752025
cycle: 964, a: 0.26666665, b: 0, c: 96.38752025, result: 96.38752025
cycle: 965, a: 0.27118641, b: 0, c: 96.38752025, result: 96.38752025
cycle: 966, a: 0.27586203, b: 0, c: 96.38752025, result: 96.38752025
cycle: 967, a: 0.28070169, b: 0, c: 96.38752025, result: 96.38752025
cycle: 968, a: 0.28571426, b: 0, c: 96.38752025, result: 96.38752025
cycle: 969, a: 0.29090905, b: 0, c: 96.38752025, result: 96.38752025
cycle: 970, a: 0.29629623, b: 0, c: 96.38752025, result: 96.38752025
cycle: 971, a: 0.30188673, b: 0, c: 96.38752025, result: 96.38752025
cycle: 972, a: 0.30769228, b: 0, c: 96.38752025, result: 96.38752025
cycle: 973, a: 0.31372547, b: 0, c: 96.38752025, result: 96.38752025
cycle: 974, a: 0.31999999, b: 0, c: 96.38752025, result: 96.38752025
cycle: 975, a: 0.32653057, b: 0, c: 96.38752025, result: 96.38752025
cycle: 976, a: 0.33333331, b: 0, c: 96.38752025, result: 96.38752025
cycle: 977, a: 0.34042549, b: 0, c: 96.38752025, result: 96.38752025
cycle: 978, a: 0.34782606, b: 0, c: 96.38752025, result: 96.38752025
cycle: 979, a: 0.35555553, b: 0, c: 96.38752025, result: 96.38752025
cycle: 980, a: 0.36363631, b: 0, c: 96.38752025, result: 96.38752025
cycle: 981, a: 0.37209302, b: 0, c: 96.38752025, result: 96.38752025
cycle: 982, a: 0.38095235, b: 0, c: 96.38752025, result: 96.38752025
cycle: 983, a: 0.39024388, b: 0, c: 96.38752025, result: 96.38752025
cycle: 984, a: 0.39999997, b: 0, c: 96.38752025, result: 96.38752025
cycle: 985, a: 0.41025638, b: 0, c: 96.38752025, result: 96.38752025
cycle: 986, a: 0.42105257, b: 0, c: 96.38752025, result: 96.38752025
cycle: 987, a: 0.43243241, b: 0, c: 96.38752025, result: 96.38752025
cycle: 988, a: 0.44444441, b: 0, c: 96.38752025, result: 96.38752025
cycle: 989, a: 0.45714282, b: 0, c: 96.38752025, result: 96.38752025
cycle: 990, a: 0.47058820, b: 0, c: 96.38752025, result: 96.38752025
cycle: 991, a: 0.48484843, b: 0, c: 96.38752025, result: 96.38752025
cycle: 992, a: 0.5, b: 0, c: 96.38752025, result: 96.38752025
cycle: 993, a: 0.51612901, b: 0, c: 96.38752025, result: 96.38752025
cycle: 994, a: 0.53333330, b: 0, c: 96.38752025, result: 96.38752025
cycle: 995, a: 0.55172413, b: 0, c: 96.38752025, result: 96.38752025
cycle: 996, a: 0.57142853, b: 0, c: 96.38752025, result: 96.38752025
cycle: 997, a: 0.59259253, b: 0, c: 96.38752025, result: 96.38752025
cycle: 998, a: 0.61538457, b: 0, c: 96.38752025, result: 96.38752025
cycle: 999, a: 0.63999998, b: 0, c: 96.38752025, result: 96.38752025
cycle: 1000, a: 0.66666662, b: 0, c: 96.38752025, result: 96.38752025
cycle: 1001, a: 0.69565212, b: 0, c: 96.38752025, result: 96.38752025
cycle: 1002, a: 0.72727268, b: 0, c: 96.38752025, result: 96.38752025
cycle: 1003, a: 0.76190471, b: 0, c: 96.38752025, result: 96.38752025
cycle: 1004, a: 0.79999995, b: 0, c: 96.38752025, result: 96.38752025
cycle: 1005, a: 0.84210520, b: 0, c: 96.38752025, result: 96.38752025
cycle: 1006, a: 0.88888883, b: 0, c: 96.38752025, result: 96.38752025
cycle: 1007, a: 0.94117641, b: 0, c: 96.38752025, result: 96.38752025
cycle: 1008, a: 1, b: 0, c: 96.38752025, result: 96.38752025
cycle: 1009, a: 1.06666666, b: 0, c: 96.38752025, result: 96.38752025
cycle: 1010, a: 1.14285713, b: 0, c: 96.38752025, result: 96.38752025
cycle: 1011, a: 1.23076921, b: 0, c: 96.38752025, result: 96.38752025
cycle: 1012, a: 1.33333331, b: 0, c: 96.38752025, result: 96.38752025
cycle: 1013, a: 1.45454543, b: 0, c: 96.38752025, result: 96.38752025
cycle: 1014, a: 1.59999996, b: 0, c: 96.38752025, result: 96.38752025
cycle: 1015, a: 1.77777773, b: 0, c: 96.38752025, result: 96.38752025
cycle: 1016, a: 2, b: 0, c: 96.38752025, result: 96.38752025
cycle: 1017, a: 2.28571426, b: 0, c: 96.38752025, result: 96.38752025
cycle: 1018, a: 2.66666662, b: 0, c: 96.38752025, result: 96.38752025
cycle: 1019, a: 3.19999998, b: 0, c: 96.38752025, result: 96.38752025
cycle: 1020, a: 4, b: 0, c: 96.38752025, result: 96.38752025
cycle: 1021, a: 5.33333331, b: 0, c: 96.38752025, result: 96.38752025
cycle: 1022, a: 8, b: 0, c: 96.38752025, result: 96.38752025
cycle: 1023, a: 16, b: 0, c: 96.38752025, result: 96.38752025
cycle: 1024, a: None, b: None, c: 96.38752025, result: 96.38752025
cycle: 1025, a: None, b: None, c: 96.38752025, result: 96.38752025
cycle: 1026, a: None, b: None, c: 96.38752025, result: 96.38752025
cycle: 1027, a: None, b: None, c: 96.38752025, result: 96.38752025
cycle: 1028, a: None, b: None, c: 96.38752025, result: 96.38752025
cycle: 1029, a: None, b: None, c: 96.38752025, result: None
